LAT;LON;YEAR;DOY;PRECTOT;WS2M;RH2M;T2MDEW;PS;ALLSKY;T2M
50.09881;18.47511;2004;237;0.56;3.47;53.05;10.01;98.55;15.8;19.95
50.09881;18.47511;2004;238;0.86;3.5;56.13;10.77;98.2;16.63;19.82
50.09881;18.47511;2004;239;1.64;1.85;68.53;11.18;97.88;12.02;17.02
50.09881;18.47511;2004;240;0.91;2.63;70.28;10.98;98.17;9.43;16.4
50.09881;18.47511;2004;241;0.02;2.39;56.66;9.93;98.4;8.71;18.79
50.09881;18.47511;2004;242;0.18;2.38;52.05;10.9;98.55;19.66;21.12
50.09881;18.47511;2004;243;0.51;3.09;54.45;11.24;98.35;16.31;20.76
50.09881;18.47511;2004;244;5.53;2.46;72.35;9.93;98.56;3.6;14.95
50.09881;18.47511;2004;245;0.03;1.24;53.94;6.71;98.87;17.39;16.03
50.09881;18.47511;2004;246;0;1;49.38;6.92;99.16;17.1;17.66
50.09881;18.47511;2004;247;0;0.8;48.09;7.1;99.36;19.51;18.27
50.09881;18.47511;2004;248;0;1.8;49.59;7.78;99.62;20.02;18.59
50.09881;18.47511;2004;249;0.11;2.03;66.93;11.85;99.87;10.22;18.07
50.09881;18.47511;2004;250;0;1.42;58.93;10.58;99.78;19.37;18.78
50.09881;18.47511;2004;251;0;1.27;51.99;9.37;99.63;16.6;19.49
50.09881;18.47511;2004;252;0;3.7;56.38;6.89;99.54;14.94;15.84
50.09881;18.47511;2004;253;0;2.57;56.63;3.13;100;13.64;11.43
50.09881;18.47511;2004;254;0;1.17;47.26;2.36;99.73;19.19;13.36
50.09881;18.47511;2004;255;0.01;4.42;42.64;2.83;99.03;17.6;15.46
50.09881;18.47511;2004;256;3.05;4;57.59;7.91;98.57;9.11;17.09
50.09881;18.47511;2004;257;0.02;2.13;57.33;6.96;98.65;14.87;15.52
50.09881;18.47511;2004;258;0;3.35;53.74;9.26;98.45;17.57;18.87
50.09881;18.47511;2004;259;5.03;2.19;70.48;11.53;98.42;4.86;17.02
50.09881;18.47511;2004;260;0.01;2.74;58.04;4.94;99.21;13.46;13.2
50.09881;18.47511;2004;261;0;1.7;50.32;1.49;99.72;17.1;11.47
50.09881;18.47511;2004;262;0;2.12;49.45;2.95;99.24;16.92;13.32
50.09881;18.47511;2004;263;0;3;60.92;6.91;98.74;14.8;14.34
50.09881;18.47511;2004;264;0.04;2.97;62.37;9.35;98.54;8.75;16.55
50.09881;18.47511;2004;265;1.04;5.16;54.97;6.29;97.92;4.46;15.48
50.09881;18.47511;2004;266;2.04;4.99;63.84;4.28;97.87;8.03;10.83
50.09881;18.47511;2004;267;5.29;3.27;77.38;6.02;97.13;7.16;9.78
50.09881;18.47511;2004;268;1.31;2.97;75.97;6.59;97.46;7.27;10.63
50.09881;18.47511;2004;269;0.06;1.1;68.5;5.17;98.18;9.5;10.77
50.09881;18.47511;2004;270;1.19;1.35;75.34;6.46;98.75;6.95;10.66
50.09881;18.47511;2004;271;0.06;1.65;67.03;5.08;98.78;9.86;10.98
50.09881;18.47511;2004;272;0.96;2.41;76;8.66;98.71;6.05;12.79
50.09881;18.47511;2004;273;1.27;3.38;74.6;9.3;98.4;6.16;13.71
50.09881;18.47511;2004;274;1.91;3.21;75.22;6.89;98.65;6.12;11.15
50.09881;18.47511;2004;275;0.96;2.43;86.43;8.06;99.06;2.74;10.26
50.09881;18.47511;2004;276;0.06;1.29;70.63;6.92;99.09;11.05;12.11
50.09881;18.47511;2004;277;0.6;1.29;76.96;8.8;99.27;5;12.77
50.09881;18.47511;2004;278;0;2.18;63.83;6.61;99.24;11.38;13.32
50.09881;18.47511;2004;279;0;4.4;62.68;8.06;98.94;12.67;15.15
50.09881;18.47511;2004;280;0;4.34;52.14;5.99;98.8;12.74;15.77
50.09881;18.47511;2004;281;0.07;2.03;71.27;8.57;98.81;5.54;13.86
50.09881;18.47511;2004;282;6.67;1.73;84.19;10.39;98.55;2.56;13.01
50.09881;18.47511;2004;283;8.85;1.74;80.8;5.54;98.61;3.38;8.67
50.09881;18.47511;2004;284;0.07;1.68;70.52;1.9;98.62;4.82;6.9
50.09881;18.47511;2004;285;0.02;3.27;71.36;-1.06;99.46;7.74;3.76
50.09881;18.47511;2004;286;0;3.94;63.96;-2.77;100.11;10.76;3.36
50.09881;18.47511;2004;287;0;2.49;64.53;-1.37;99.66;10.44;4.76
50.09881;18.47511;2004;288;0.01;3.61;70.71;1.36;98.76;4.5;6.37
50.09881;18.47511;2004;289;2.39;3.6;82.78;5.44;97.84;3.28;8.28
50.09881;18.47511;2004;290;18.09;2.9;92.92;8.58;97.16;1.94;9.74
50.09881;18.47511;2004;291;0.27;3.18;81.17;2.95;97.33;5.72;5.92
50.09881;18.47511;2004;292;0.84;5.29;76.47;3.63;97.7;3.92;7.48
50.09881;18.47511;2004;293;0.03;3.07;74.12;3.19;98.27;8.64;7.48
50.09881;18.47511;2004;294;0.01;1.5;70.44;2.34;98.5;9.43;7.35
50.09881;18.47511;2004;295;3.41;2.85;88.34;9.26;98.27;4.18;11.3
50.09881;18.47511;2004;296;0.11;1.88;82.97;8;98.95;5.87;10.9
50.09881;18.47511;2004;297;0.07;3.97;86.06;9.85;98.61;7.74;12.09
50.09881;18.47511;2004;298;0.14;4.54;84.83;9.7;98.45;6.41;12.16
50.09881;18.47511;2004;299;0.1;3.66;85.02;9.96;98.37;7.6;12.39
50.09881;18.47511;2004;300;0.09;1.37;82.92;8.95;98.21;7.2;11.74
50.09881;18.47511;2004;301;0.42;1.73;89.94;9.85;97.97;3.38;11.44
50.09881;18.47511;2004;302;0.07;4.19;80.48;10.62;97.68;6.34;13.96
50.09881;18.47511;2004;303;0.01;3;79.24;11.16;97.48;6.26;14.69
50.09881;18.47511;2004;304;0.11;3.68;80.48;11.88;97.52;4.57;15.23
50.09881;18.47511;2004;305;9.36;1.23;93.89;8.39;98.67;3.96;9.29
50.09881;18.47511;2004;306;0.74;2.37;89.23;8.28;99.02;3.02;9.95
50.09881;18.47511;2004;307;0.29;3.39;85.99;7.52;99.26;1.94;9.74
50.09881;18.47511;2004;308;0.14;3.13;84.81;7.96;99.34;5.04;10.51
50.09881;18.47511;2004;309;0.01;4.11;81.82;8.55;99.1;6.88;11.55
50.09881;18.47511;2004;310;4.06;3.22;84.2;5.87;99;1.19;8.45
50.09881;18.47511;2004;311;0.91;2.72;85.39;2.65;98.64;3.74;4.88
50.09881;18.47511;2004;312;1.58;1.24;91.28;2.05;98.35;2.05;3.32
50.09881;18.47511;2004;313;4.67;2.8;89.95;0.85;98.53;3.13;2.33
50.09881;18.47511;2004;314;6.27;4.85;91.38;3.14;97.52;0.72;4.52
50.09881;18.47511;2004;315;0.04;2.39;81.96;-0.29;98.39;6.19;2.51
50.09881;18.47511;2004;316;0.06;0.82;92.61;4.05;98.82;2.92;5.16
50.09881;18.47511;2004;317;0.12;1.61;97.89;6.23;98.89;4.64;6.64
50.09881;18.47511;2004;318;3.02;3.41;93.78;3.54;98.28;1.01;4.63
50.09881;18.47511;2004;319;0.42;3.73;90.09;-0.2;99.28;1.66;1.22
50.09881;18.47511;2004;320;0.2;1.8;84.67;-2.99;99.22;3.49;-0.76
50.09881;18.47511;2004;321;1.06;3.15;95.56;1.56;98.74;4.75;2.25
50.09881;18.47511;2004;322;6.17;3.86;93.79;3.06;98.5;3.56;4.01
50.09881;18.47511;2004;323;7.1;5.81;86.72;4.75;97.56;2.16;6.81
50.09881;18.47511;2004;324;9.4;6.43;90.14;-0.05;96.62;2.27;1.82
50.09881;18.47511;2004;325;3.8;3.96;84.5;-3.36;97.84;2.95;-1.12
50.09881;18.47511;2004;326;1.87;4.41;85.59;-3.02;98.6;3.64;-0.95
50.09881;18.47511;2004;327;5.62;4.09;93.35;-1.11;98.51;2.27;-0.02
50.09881;18.47511;2004;328;5.3;5.73;90.48;1.52;97.97;3.2;3.1
50.09881;18.47511;2004;329;1.26;6.61;82.74;-3.35;99.39;2.52;-0.88
50.09881;18.47511;2004;330;0.31;1.84;77.77;-5.66;99.79;4.43;-2.53
50.09881;18.47511;2004;331;0.06;2.75;80.79;-4.45;99.04;3.67;-1.56
50.09881;18.47511;2004;332;1.51;2.79;95.32;-0.09;98.77;1.55;0.65
50.09881;18.47511;2004;333;0.19;2.28;98.12;1.29;98.71;1.73;1.57
50.09881;18.47511;2004;334;1;1.74;97.29;1.42;98.45;1.73;1.79
50.09881;18.47511;2004;335;0.1;1.29;97.16;0.52;98.9;2.05;0.95
50.09881;18.47511;2004;336;0.08;2.85;95.63;1.07;98.39;3.31;1.86
50.09881;18.47511;2004;337;0.09;2.17;96.82;2.07;98.07;3.49;2.53
50.09881;18.47511;2004;338;0.09;1.48;95.65;-0.1;98.76;2.3;0.53
50.09881;18.47511;2004;339;0.08;1.46;93.45;-1.02;99.78;2.99;-0.11
50.09881;18.47511;2004;340;0.02;2.7;93.49;-1.54;99.66;4.03;-0.62
50.09881;18.47511;2004;341;0.66;3.63;95.59;1.05;99.33;1.51;1.73
50.09881;18.47511;2004;342;0.09;1.96;94.24;0.07;99.78;2.02;0.9
50.09881;18.47511;2004;343;0.19;2.23;93.21;-0.32;99.89;1.51;0.64
50.09881;18.47511;2004;344;0.26;1.05;90.2;-1.39;100.07;2.41;0.02
50.09881;18.47511;2004;345;0.01;1.55;85.73;-3.96;99.81;2.77;-2
50.09881;18.47511;2004;346;0;3.12;80.32;-6.19;99.71;4.93;-3.51
50.09881;18.47511;2004;347;0.23;1.47;90.52;-4.66;99.95;1.62;-3.28
50.09881;18.47511;2004;348;0.22;0.55;91.89;-2.99;100.04;1.26;-1.91
50.09881;18.47511;2004;349;0.04;2.3;88.85;-6.28;99.99;1.84;-4.95
50.09881;18.47511;2004;350;0.01;4.17;83.22;-7.76;99.57;3.71;-5.75
50.09881;18.47511;2004;351;0.01;5.04;79.86;-8.01;98.87;4.93;-5.48
50.09881;18.47511;2004;352;0.14;5.51;87.98;-4.62;97.45;1.98;-3.02
50.09881;18.47511;2004;353;0.72;4.34;89.39;-1.86;96.74;1.66;-0.35
50.09881;18.47511;2004;354;1.15;2.91;91.51;-2.44;97.21;2.05;-1.28
50.09881;18.47511;2004;355;0.66;3.04;87.57;-4.39;98.58;2.66;-2.71
50.09881;18.47511;2004;356;0.05;1.19;91.3;-3.99;99.37;3.56;-2.86
50.09881;18.47511;2004;357;0.02;3.26;89.49;-6.49;99.03;3.56;-5.29
50.09881;18.47511;2004;358;2.79;6.02;88.52;-2.78;97.51;1.08;-0.91
50.09881;18.47511;2004;359;0.71;4.81;94.41;2.08;97.36;1.51;2.88
50.09881;18.47511;2004;360;0.04;4.6;94.67;1.08;97.12;2.81;1.83
50.09881;18.47511;2004;361;7.31;2.16;98.61;2.64;97.31;2.3;2.83
50.09881;18.47511;2004;362;3.72;2.09;96.45;1.24;97.55;1.15;1.79
50.09881;18.47511;2004;363;0.49;1.77;91.67;-1.97;97.94;3.02;-0.83
50.09881;18.47511;2004;364;0.33;1.75;94;-1.6;98.58;2.81;-0.78
50.09881;18.47511;2004;365;0.11;1.72;91.78;-2.51;99.82;3.1;-1.41
50.09881;18.47511;2004;366;0.56;3.23;89.76;-1.39;99.2;3.17;0.11
50.09881;18.47511;2005;1;1.92;2.28;98.64;1.16;98.92;1.12;1.33
50.09881;18.47511;2005;2;0.84;4.29;90.63;0.18;98.34;1.73;1.58
50.09881;18.47511;2005;3;5;5.11;90.27;-0.54;98.75;1.37;0.86
50.09881;18.47511;2005;4;10.72;5.92;92.39;1.89;98.65;0.79;3.02
50.09881;18.47511;2005;5;0.54;3.67;92.15;0.74;99.07;1.19;1.87
50.09881;18.47511;2005;6;3.21;3.91;94.01;0.95;99.06;0.72;1.83
50.09881;18.47511;2005;7;0.01;4.12;95.99;0.52;99.53;2.05;1.14
50.09881;18.47511;2005;8;0.04;5.78;87.75;0.9;98.89;4.21;2.73
50.09881;18.47511;2005;9;0.05;4.18;86.95;1.32;99.24;3.64;3.27
50.09881;18.47511;2005;10;0.03;4.7;93.01;1.09;99.48;2.74;2.16
50.09881;18.47511;2005;11;0.04;3.39;95.19;1.47;99.49;4.14;2.19
50.09881;18.47511;2005;12;0.57;3.52;93.11;1.93;99.3;3.74;2.95
50.09881;18.47511;2005;13;2.88;2.71;93.05;1.32;99.04;2.02;2.36
50.09881;18.47511;2005;14;1.39;3.64;90.28;-0.63;99.25;1.69;0.76
50.09881;18.47511;2005;15;0.58;2.62;92.16;-1.5;99.76;2.16;-0.39
50.09881;18.47511;2005;16;0.01;1.91;77.2;-5.36;100;5.9;-2.09
50.09881;18.47511;2005;17;0;5.12;76.33;-6.05;99.33;6.3;-2.71
50.09881;18.47511;2005;18;0;6.16;74.28;-7.73;97.8;5.22;-4.22
50.09881;18.47511;2005;19;0.84;3.08;85.55;-4.11;97.56;1.84;-2
50.09881;18.47511;2005;20;8.66;5.76;93.25;-1.05;97.01;0.9;-0.01
50.09881;18.47511;2005;21;4.67;5.97;88.94;-0.31;96.12;3.42;1.31
50.09881;18.47511;2005;22;4.22;4.65;88.33;-2.09;97.17;2.12;-0.42
50.09881;18.47511;2005;23;0.95;3.1;90.22;-4.19;97.93;2.48;-2.87
50.09881;18.47511;2005;24;1.47;2.01;86.81;-5.54;97.83;3.24;-3.84
50.09881;18.47511;2005;25;0.59;2.46;88.13;-6.57;98.27;3.78;-5.18
50.09881;18.47511;2005;26;1.72;6.63;85.05;-7.2;98.41;3.06;-5.4
50.09881;18.47511;2005;27;1.02;4.52;81.2;-9.93;98.07;4;-7.85
50.09881;18.47511;2005;28;0.27;1.65;82.54;-9.42;98.25;5.58;-7.43
50.09881;18.47511;2005;29;0.19;1.53;84.86;-9.35;98.91;4.14;-7.73
50.09881;18.47511;2005;30;0.19;1.59;83.41;-9.34;99.37;4.39;-7.52
50.09881;18.47511;2005;31;7.77;4.46;94.72;-2.62;98.02;2.3;-1.69
50.09881;18.47511;2005;32;1.63;3.04;92.71;-2.77;97.99;4.14;-1.77
50.09881;18.47511;2005;33;1.85;3.14;92.57;-3.21;98.6;4.1;-2.23
50.09881;18.47511;2005;34;3.78;2.25;95.06;-3.41;99.23;5.04;-2.75
50.09881;18.47511;2005;35;0.53;1.54;93.46;-6.35;100.2;7.31;-5.52
50.09881;18.47511;2005;36;0.07;2.24;89.75;-11.89;100.23;6.7;-11.13
50.09881;18.47511;2005;37;0.05;1.69;91.05;-12.65;100.31;7.81;-11.94
50.09881;18.47511;2005;38;0.01;1.91;84.37;-12.61;100.52;8.6;-11.05
50.09881;18.47511;2005;39;0;3.15;83.68;-12.97;100.53;8.86;-11.05
50.09881;18.47511;2005;40;0;3.41;82.42;-13.23;100.37;8.53;-11.34
50.09881;18.47511;2005;41;0.19;4.96;88.06;-9.06;99.79;9.54;-7.34
50.09881;18.47511;2005;42;2.4;3.31;96.03;-2.35;98.89;4.1;-1.74
50.09881;18.47511;2005;43;7.76;5.5;94.29;-1.45;97.53;3.38;-0.63
50.09881;18.47511;2005;44;1.08;4.75;91.66;-0.96;95.9;6.88;0.27
50.09881;18.47511;2005;45;0.92;3.14;89.91;-4.4;96.39;6.19;-3.01
50.09881;18.47511;2005;46;6.09;4.05;91.11;-4.71;97.3;6.34;-3.46
50.09881;18.47511;2005;47;5.23;3;92.79;-3.64;97.73;8.86;-2.71
50.09881;18.47511;2005;48;3.66;3.98;94.31;-3.65;98.38;3.53;-2.91
50.09881;18.47511;2005;49;2.27;3.37;94.46;-5.13;98.56;5.47;-4.36
50.09881;18.47511;2005;50;0.04;1.92;89.24;-8.99;97.89;10.62;-7.65
50.09881;18.47511;2005;51;0.08;1.46;90.76;-5.95;97.74;7.6;-4.64
50.09881;18.47511;2005;52;0.58;2.62;92.74;-4.72;97.93;9.72;-3.78
50.09881;18.47511;2005;53;3.32;2.66;94.99;-4.26;97.61;5.26;-3.53
50.09881;18.47511;2005;54;5.07;1.18;96.51;-2.6;97.62;5.51;-2.07
50.09881;18.47511;2005;55;3.22;1.95;96.84;-4.49;98.04;1.48;-4.01
50.09881;18.47511;2005;56;0.61;1.35;94.42;-4.41;98.22;6.59;-3.62
50.09881;18.47511;2005;57;1.8;2.04;94.04;-4.36;97.82;6.95;-3.54
50.09881;18.47511;2005;58;1;3.62;85.82;-9.88;97.91;13.9;-8.37
50.09881;18.47511;2005;59;0.48;2.93;88.31;-12.35;98.34;9.4;-11.36
50.09881;18.47511;2005;60;0.45;3.91;87.9;-10.14;98;8.89;-8.74
50.09881;18.47511;2005;61;0;4.23;83.21;-12.77;98.01;13.46;-11.07
50.09881;18.47511;2005;62;0.01;2.86;87.28;-10.76;98.21;13.86;-9.19
50.09881;18.47511;2005;63;0.91;0.89;86.53;-8.38;98.07;8.32;-6.76
50.09881;18.47511;2005;64;0.31;1.45;89.81;-8.23;97.48;12.67;-7.14
50.09881;18.47511;2005;65;1.23;4.07;89.84;-6.94;97.54;10.66;-5.83
50.09881;18.47511;2005;66;2.77;5.37;90.56;-5.46;97.83;8.42;-4.34
50.09881;18.47511;2005;67;2.94;3.78;95.04;-2.46;97.97;7.16;-1.72
50.09881;18.47511;2005;68;1.15;2.82;91.74;-5.75;98.65;10.58;-4.73
50.09881;18.47511;2005;69;0.44;3.4;87.71;-9.4;99.29;14;-8.04
50.09881;18.47511;2005;70;4.25;6.05;91.75;-5.59;97.63;4.32;-4.05
50.09881;18.47511;2005;71;0.97;4.36;90;-1.07;96.45;5.29;0.36
50.09881;18.47511;2005;72;1.57;3.96;89.34;-3.83;97.42;4.86;-2.31
50.09881;18.47511;2005;73;0.02;2.86;90.53;-3.1;98.48;9.79;-1.71
50.09881;18.47511;2005;74;0;2.16;81.39;-2.42;99.08;6.66;0.44
50.09881;18.47511;2005;75;0;3.95;88.68;2.26;99.27;6.8;4.12
50.09881;18.47511;2005;76;0.72;5.38;85.6;5.55;98.84;7.81;7.99
50.09881;18.47511;2005;77;4.76;5.96;86.76;7.7;98.62;5.4;9.81
50.09881;18.47511;2005;78;0.91;3.79;77.16;-4.19;99.2;9.5;-0.41
50.09881;18.47511;2005;79;0;1.27;66.66;-7.29;99.52;15.05;-2.27
50.09881;18.47511;2005;80;0;1.14;66.15;-6.53;99.21;15.48;-1.3
50.09881;18.47511;2005;81;0;1.37;62.44;-5.19;99.08;16.38;1.03
50.09881;18.47511;2005;82;0.01;2.56;75.58;-1.1;99.06;12.74;2.84
50.09881;18.47511;2005;83;0.17;1.49;81.13;3.11;99.04;11.63;6.27
50.09881;18.47511;2005;84;0.01;1.25;72.92;4.02;98.73;16.74;8.68
50.09881;18.47511;2005;85;2.04;1.59;93.78;6.06;98.2;7.24;7.06
50.09881;18.47511;2005;86;0.17;1.47;89.75;5.55;97.98;12.35;7.2
50.09881;18.47511;2005;87;0.08;2.45;84.88;2.52;98.24;10.58;4.89
50.09881;18.47511;2005;88;0.02;2.33;76.15;0.52;98.67;17.96;4.37
50.09881;18.47511;2005;89;0.01;3.51;72.32;-1.51;99;19.58;2.95
50.09881;18.47511;2005;90;0;3.08;67.51;-4.14;99.58;20.2;1.07
50.09881;18.47511;2005;91;0;2.25;65.57;-3.39;100.01;18;2.34
50.09881;18.47511;2005;92;0;1.62;59.05;-2.2;99.96;18.25;5.22
50.09881;18.47511;2005;93;0;1.39;57.17;-0.39;99.82;17.78;7.62
50.09881;18.47511;2005;94;0;1.97;58.82;1.23;99.68;18.79;8.99
50.09881;18.47511;2005;95;0.02;3.99;63.15;3.02;99.3;17.82;9.79
50.09881;18.47511;2005;96;0.66;1.76;83.86;5.94;99.22;9.18;8.51
50.09881;18.47511;2005;97;0;4.74;65.22;4.56;98.03;11.3;10.85
50.09881;18.47511;2005;98;2.68;2.14;74;7.16;97.25;11.12;11.68
50.09881;18.47511;2005;99;17.5;3.04;92.37;5.4;97.65;4.72;6.62
50.09881;18.47511;2005;100;1.99;2.53;81.73;1.73;98.89;8.06;4.62
50.09881;18.47511;2005;101;0;1.3;68.85;0.91;99.55;15.84;6.33
50.09881;18.47511;2005;102;0.18;2.16;74.5;2.27;98.98;11.48;6.47
50.09881;18.47511;2005;103;0.15;1.04;70.84;4.47;98.12;15.59;9.62
50.09881;18.47511;2005;104;0.03;1.93;69.43;5.64;97.77;15.88;11.13
50.09881;18.47511;2005;105;0.34;1.61;77.78;8.57;97.58;13.93;12.36
50.09881;18.47511;2005;106;0.98;1.53;76.68;9.48;97.4;15.19;13.49
50.09881;18.47511;2005;107;0.19;2.09;73.52;8.58;96.86;11.66;13.25
50.09881;18.47511;2005;108;2.02;4.01;83.08;9.59;96.64;19.84;12.41
50.09881;18.47511;2005;109;0.19;3.28;78.47;7.55;97.11;13.46;11.14
50.09881;18.47511;2005;110;0.84;4.42;74.08;1.62;97.63;7.92;6.16
50.09881;18.47511;2005;111;0.01;3.01;58.79;-4.8;98.53;17.68;2.3
50.09881;18.47511;2005;112;0.02;1.82;55.76;-3.44;98.49;20.7;4.86
50.09881;18.47511;2005;113;0.01;0.79;58.1;-0.4;98.48;17.57;7.3
50.09881;18.47511;2005;114;0;1.27;61.03;1.63;98.5;19.33;8.8
50.09881;18.47511;2005;115;3.54;2.57;84.26;6.75;97.97;10.01;9.45
50.09881;18.47511;2005;116;2.41;2.93;88.69;6.73;98.12;5.4;8.47
50.09881;18.47511;2005;117;1.03;1.87;75.91;6.9;98.57;16.27;11.08
50.09881;18.47511;2005;118;2.9;3.89;73.63;5.36;98.86;16.2;9.89
50.09881;18.47511;2005;119;0.03;1.45;71.76;4.91;99.19;16.27;9.75
50.09881;18.47511;2005;120;0;1;60.23;5.27;98.85;21.71;12.83
50.09881;18.47511;2005;121;2.81;2.25;73.02;10.39;98.44;12.46;15.47
50.09881;18.47511;2005;122;0.04;1.15;68.95;12.74;98.6;23.11;18.58
50.09881;18.47511;2005;123;20.06;2.09;72.76;14.03;98.19;17.17;19.15
50.09881;18.47511;2005;124;15.97;3.29;90.87;11.76;97.62;3.96;13.24
50.09881;18.47511;2005;125;2.27;3.61;85.18;8.61;97.72;6.66;11
50.09881;18.47511;2005;126;0.94;2.64;81.6;5.52;97.83;10.22;8.46
50.09881;18.47511;2005;127;2.4;2.65;76.02;4.41;97.59;15.48;8.4
50.09881;18.47511;2005;128;5.6;5.13;79.63;3.26;97.28;6.8;6.57
50.09881;18.47511;2005;129;1.03;2.56;74.99;2.5;97.97;15.05;6.63
50.09881;18.47511;2005;130;1.13;2.14;70.42;2.61;98.39;16.02;7.64
50.09881;18.47511;2005;131;0.92;2.07;70.43;2.25;98.72;15.95;7.26
50.09881;18.47511;2005;132;0.83;2.32;73.67;2.6;99.07;15.77;6.97
50.09881;18.47511;2005;133;0.27;1.49;66.64;3.4;99.2;20.59;9.32
50.09881;18.47511;2005;134;0.04;2.73;65.86;6.51;98.57;21.02;12.87
50.09881;18.47511;2005;135;0.32;2.7;72.67;9.4;98.09;14.4;14.25
50.09881;18.47511;2005;136;0.22;2.15;67.1;7.77;98.3;22.18;13.82
50.09881;18.47511;2005;137;4.18;3.48;81.32;9.64;98.1;12.46;12.84
50.09881;18.47511;2005;138;10.86;3.61;90.51;7.15;98.55;3.78;8.59
50.09881;18.47511;2005;139;0.46;3.51;68.13;3.36;99.26;17.35;9.02
50.09881;18.47511;2005;140;0;2.01;61;3.23;99.32;29.74;10.53
50.09881;18.47511;2005;141;0;1.55;60.82;7.11;98.82;29.2;14.62
50.09881;18.47511;2005;142;0;1.99;64.88;10.31;98.5;26.6;17.07
50.09881;18.47511;2005;143;0.99;1.94;68.53;12.85;98.39;25.27;18.87
50.09881;18.47511;2005;144;4.87;3.29;80.87;11.35;99.14;8.17;14.66
50.09881;18.47511;2005;145;0;1.29;62.25;8.28;99.61;29.02;15.49
50.09881;18.47511;2005;146;0;1.75;64.06;10.2;99.42;28.73;17.28
50.09881;18.47511;2005;147;0;1.49;63.46;13.09;98.98;30.1;20.3
50.09881;18.47511;2005;148;0;1.52;59.82;14.05;98.88;28.3;22.28
50.09881;18.47511;2005;149;0;1.81;58.31;14.65;98.72;29.52;23.35
50.09881;18.47511;2005;150;3.26;2.54;63.93;16.21;98.32;28.94;23.52
50.09881;18.47511;2005;151;14.55;3.58;75.2;9.72;98.88;13.18;14.35
50.09881;18.47511;2005;152;0.14;2.58;65.02;5.38;98.99;16.38;11.71
50.09881;18.47511;2005;153;0.01;1.31;62.1;6.33;98.89;22.79;13.53
50.09881;18.47511;2005;154;0.19;2;67.03;11.17;98.6;19.19;17.47
50.09881;18.47511;2005;155;9.19;3.47;74.23;12.28;98.23;15.19;17.01
50.09881;18.47511;2005;156;4.23;2.33;74.67;10.16;98.38;15.01;14.6
50.09881;18.47511;2005;157;5.72;2.43;76.87;9.67;98.52;12.49;13.64
50.09881;18.47511;2005;158;1.04;2.76;72.78;5.47;98.99;10.73;10.18
50.09881;18.47511;2005;159;4.53;3.93;80.97;5.86;99.48;7.34;9.01
50.09881;18.47511;2005;160;0.67;4.06;70.84;5.07;99.18;12.31;10.25
50.09881;18.47511;2005;161;2.29;4.23;69.31;6.84;98.26;6.34;12.37
50.09881;18.47511;2005;162;2.27;2.47;75.78;8.07;97.99;9.43;12.31
50.09881;18.47511;2005;163;2.55;1.27;68.39;7.26;98.05;11.38;12.98
50.09881;18.47511;2005;164;1.15;2.65;71.64;11.97;98.03;22.64;17.3
50.09881;18.47511;2005;165;0.21;2.28;68.82;14.01;98.38;22.14;19.93
50.09881;18.47511;2005;166;2.61;1.67;68.12;14.59;98.59;15.66;20.67
50.09881;18.47511;2005;167;2.5;1.8;76.2;15.17;98.95;15.73;19.48
50.09881;18.47511;2005;168;0.94;2.29;71.93;14.73;99.14;18.04;19.96
50.09881;18.47511;2005;169;1.97;4.67;67.08;11.29;98.91;17.89;17.71
50.09881;18.47511;2005;170;0.07;2.88;65.97;10.88;98.88;17.68;17.28
50.09881;18.47511;2005;171;0.27;2.09;64.58;11.22;98.8;23.8;18.02
50.09881;18.47511;2005;172;0;1.44;50.69;9.01;98.81;26.89;19.55
50.09881;18.47511;2005;173;0.85;2.43;59.74;11.64;98.74;12.85;19.77
50.09881;18.47511;2005;174;0.01;2.53;56.04;9.03;99.07;19.94;17.93
50.09881;18.47511;2005;175;0;1.67;51.15;9.5;98.97;27.47;19.91
50.09881;18.47511;2005;176;0.18;3.32;55.41;12.94;98.49;27.43;22.56
50.09881;18.47511;2005;177;3.91;2.6;72.23;14.39;98.91;7.45;19.61
50.09881;18.47511;2005;178;0;1.37;52.41;10.14;98.91;19.69;20.19
50.09881;18.47511;2005;179;0;2.79;49.31;9.11;98.43;26.71;20.09
50.09881;18.47511;2005;180;0;2.02;50.05;9.14;97.93;24.05;19.91
50.09881;18.47511;2005;181;0.89;1.6;58.93;10.02;97.85;12.13;18.24
50.09881;18.47511;2005;182;6.12;0.83;69.31;12.67;98;11.45;18.56
50.09881;18.47511;2005;183;7.72;2.52;66.19;11.89;98.53;16.06;18.43
50.09881;18.47511;2005;184;0;1.43;50.61;9.55;98.86;20.45;20.12
50.09881;18.47511;2005;185;0;1.34;44.87;9.52;98.41;22.79;22.08
50.09881;18.47511;2005;186;4.98;2.13;56.47;11.64;97.94;14.15;20.63
50.09881;18.47511;2005;187;21.55;3.29;89.96;9.86;98.04;2.63;11.45
50.09881;18.47511;2005;188;0.82;0.76;70.53;11.15;98.15;15.73;16.52
50.09881;18.47511;2005;189;2.09;1.29;66.67;12.59;98.44;19.98;18.97
50.09881;18.47511;2005;190;13.29;2.02;90.18;15.34;98.64;8.93;16.98
50.09881;18.47511;2005;191;18.54;2.04;93.4;16.16;98.65;6.44;17.25
50.09881;18.47511;2005;192;6;3.24;83.31;15.56;98.99;9.83;18.43
50.09881;18.47511;2005;193;0;2.74;64.63;13.09;99.19;23.36;19.96
